CVE,ROOTCAUSE,WEAKNESS,IMPACT,VECTOR,ATTACKER,PRODUCT,VERSION,COMPONENT
CVE-2022-33710,improper input validation,,launch activities as Galaxy Store privilege,,local attackers,Galaxy Store,prior to version 4.5.41.8,BillingPackageInsraller
CVE-2022-33876,improper input validation,,retrieve files from Linux system,crafted HTTP requests,authenticated attacker,Fortinet FortiADC,7.1.0|7.0.0 through 7.0.2|6.2.4 and below,
CVE-2022-33902,insufficient control flow management,,escalation of privilege,local access,authenticated user,Intel(R) Quartus Prime Pro and Standard edition software,,
CVE-2022-33932,unprotected primary channel,,denial of filesystem services,,unauthenticated network malicious attacker,Dell PowerScale OneFS,9.0.0 to 9.1.0.19|9.2.1.12|9.3.0.6|9.4.0.2,
CVE-2022-33942,protection mechanism failure,,escalation of privilege,adjacent access,unauthenticated user,Intel(R) DCM software,before version 5.0,
CVE-2022-33968,,buffer over-read,,,,BIG-IP,17.0.x before 17.0.0.1|16.1.x before 16.1.3.1|15.1.x before 15.1.6.1|14.1.x before 14.1.5.1|all versions of 13.1.x,LTM monitor|APM SSO
CVE-2022-34145,,buffer over-read,denial of service,parsing frame information,,WLAN Host,,
CVE-2022-34146,improper input validation,,denial of service,parsing frame during defragmentation,,WLAN Host,,
CVE-2022-34174,observable timing discrepancy,,distinguish between invalid username and valid username with wrong password,,,Jenkins,2.355 and earlier|LTS 2.332.3 and earlier,login form
CVE-2022-34368,improper handling of insufficient permissions or privileges,,gain access to restricted resources,,authenticated non admin user,Dell EMC NetWorker,19.2.1.x|19.3.x|19.4.x|19.5.x|19.6.x|19.7.0.0,
CVE-2022-34371,unprotected transport of credentials,,full system compromise,,malicious unprivileged network attacker,Dell PowerScale OneFS,9.0.0 to 9.1.0.19|9.2.1.12|9.3.0.6|9.4.0.3,
CVE-2022-34380,authentication bypass using alternate path or channel,,access CloudLink system console,,high privileged local attacker,Dell CloudLink,7.1.3 and earlier,
CVE-2022-34391,improper input validation,,arbitrary code execution in SMRAM,using SMI,local authenticated malicious user,Dell Client BIOS,,
CVE-2022-34434,improper access control,,modification or deletion of core functionality tables,,threat actor with root level access,Cloud Mobility for Dell Storage,1.3.0 and earlier,Postgres database
CVE-2022-34438,privilege context switching error,,full system compromise,,local authenticated malicious user with high privileges,Dell PowerScale OneFS,8.2.x-9.4.0.x,compliance mode clusters
CVE-2022-34458,exposure of sensitive system information,,disclosure of confidential data,,local malicious user,Dell Command | Update|Dell Update|Alienware Update,prior to 4.7,download operation component
CVE-2022-34827,improper access control,,,,,Carel Boss Mini,1.5.0,
CVE-2022-34837,storing passwords in recoverable format,,add network clients,,,ABB Zenon,8.2,
CVE-2022-34838,storing passwords in recoverable format,,add or alter data points and attributes,,,ABB Zenon,8.2,
CVE-2022-34849,uncaught exception,,denial of service,local access,privileged user,Intel(R) Iris(R) Xe MAX drivers for Windows,before version 100.0.5.1436(v2),
CVE-2022-35692,improper access control,,leak minor information of another user's account | security feature bypass,,,Adobe Commerce,2.4.3-p2 and earlier|2.3.7-p3 and earlier|2.4.4 and earlier,
CVE-2022-35942,improper input validation,sql injection,affect confidentiality and integrity of stored data,contains LoopBack filter,,loopback-connector-postgresql,prior to 5.5.1,
CVE-2022-3607,failure to sanitize special elements,special element injection,,,,,octoprint/octoprint,prior to 1.8.3
CVE-2022-36110,improper authorization,,run admin-level functions via API,,,Netmaker,prior to 0.15.1,
CVE-2022-36278,insufficient control flow management,,escalation of privilege,local access,authenticated user,Intel(R) Battery Life Diagnostic Tool,before version 2.2.0,
CVE-2022-36287,uncaught exception,,denial of service,physical access,privileged user,FCS Server software,before version 1.1.79.3,
CVE-2022-36289,protection mechanism failure,,denial of service,local access,authenticated user,Intel(R) Media SDK software,before version 22.2.2,
CVE-2022-36348,active debug code,,escalation of privilege,local access,authenticated user,Intel(R) SPS firmware,before version SPS_E5_04.04.04.300.0,
CVE-2022-36349,insecure default variable initialization,,denial of service,local access,authenticated user,BIOS firmware for Intel(R) NUC Boards and Intel(R) NUC Kits,before version MYi30060,
CVE-2022-36403,untrusted search path,,gain privileges,Trojan horse DLL,attacker,Device Software Manager,prior to Ver.2.20.3.0,installer
CVE-2022-36416,protection mechanism failure,,escalation of privilege,local access,authenticated user,Intel(R) Ethernet 500 Series Controller drivers for VMware,before version 1.10.0.13,
CVE-2022-36797,protection mechanism failure,,denial of service,local access,authenticated user,Intel(R) Ethernet 500 Series Controller drivers for VMware,before version 1.10.0.1,
CVE-2022-36832,improper access control,,access external storage as Cameralyzer privilege,,attackers,Cameralyzer,prior to versions 3.2.22|3.3.22|3.4.22|3.5.51,WebApp
CVE-2022-36848,improper authorization,,local permanent denial of service,,local attackers,,prior to SMR Sep-2022 Release 1,setDualDARPolicyCmd
CVE-2022-36852,improper authorization,,access internal application data,,local attacker,Video Editor,prior to SMR Sep-2022 Release 1,
CVE-2022-36857,improper authorization,,read internal application data,,physical attackers,Photo Editor,prior to SMR Sep-2022 Release 1,
CVE-2022-36874,improper handling of insufficient permissions or privileges,,access device IMEI and Serial number,,attacker,Waterplugin,prior to 2.2.11.22040751,
CVE-2022-36876,improper authorization,,access account list without authentication,,physical attackers,Samsung Pass,prior to version 4.0.04.10,UPI payment
CVE-2022-36960,improper input validation,,escalate user privileges,,remote adversary with valid access,SolarWinds Platform,,Web Console
CVE-2022-38099,improper input validation,,escalation of privilege,local access,privileged user,BIOS firmware for Intel(R) NUC 11 Compute Elements,before version EBTGL357.0065,
CVE-2022-38388,improper access control,,obtain sensitive information,,local user,IBM Navigator Mobile Android,3.4.1.1 and 3.4.1.2,app
CVE-2022-38399,missing protection mechanism for alternate hardware interface,,execute arbitrary OS command,connecting to product's specific serial connection,attacker,SmaCam CS-QR10|SmaCam Night Vision CS-QR20,all versions,
CVE-2022-38628,cross-site scripting|session fixation,,escalate privileges,,,Nortek Linear eMerge E3-Series,"0.32-08f, 0.32-07p, 0.32-07e, 0.32-09c, 0.32-09b, 0.32-09a, and 0.32-08e",
CVE-2022-38690,improper locking,,local denial of service,,,camera driver,,kernel
CVE-2022-38999,improper update of reference count,,affect data integrity|confidentiality|availability,,,AOD module,,
CVE-2022-39017,improper input validation|improper output encoding,cross-site scripting,,specially crafted comments,authenticated attackers,M-Files Hubshare,before 3.3.10.9,comments fields
CVE-2022-39044,hidden functionality,,execute arbitrary OS command,,network-adjacent attacker with administrative privilege,Buffalo network devices,,
CVE-2022-3910,improper update of reference count,use-after-free,local privilege escalation,,,Linux Kernel,,io_uring
CVE-2022-39836,missing validation checks,heap-based buffer over-read,crash process,crafted DLT file,,Connected Vehicle Systems Alliance dlt-daemon,through 2.18.8,DLT file parser
CVE-2022-39862,improper authorization,,unauthorized use of javascript interface api,,,,Dynamic Lockscreen,prior to SMR Sep-2022 Release 1 in Android R(11) and 3.3.03.66 in Android S(12)
CVE-2022-39877,improper access control,,identify the device,,attackers,Group Sharing,prior to versions 13.0.6.15 in Android S(12)|13.0.6.14 in Android R(11) and below,ProfileSharingAccount
CVE-2022-39879,improper authorization,,grant permission for accessing information with phone uid,,local attacker,CallBGProvider,prior to SMR Nov-2022 Release 1,
CVE-2022-39881,improper input validation,,read out of bounds memory,processing SIB12 PDU,remote attacker,Exynos modems,prior to SMR Sep-2022 Release,
CVE-2022-39902,improper authorization,,get sensitive information including IMEI,emergency call,remote attacker,Exynos baseband,prior to SMR DEC-2022 Release 1,
CVE-2022-39907,,integer overflow | out-of-bounds write,,,local attacker,Samsung decoding library,prior to SMR Dec-2022 Release 1,video thumbnails
CVE-2022-39911,improper handling of exceptional conditions,,access Samsung Pass,,attacker,Samsung Pass,prior to version 4.0.06.1,
CVE-2022-39913,exposure of sensitive information,,access user profiles information,,local attacker,Persona Manager,prior to Android T(13),
CVE-2022-3993,improper restriction of excessive authentication attempts,,,,,kareadita/kavita,prior to 0.6.0.3,
CVE-2022-39952,external control of file name or path,,execute unauthorized code or commands,specifically crafted HTTP request,unauthenticated attacker,Fortinet FortiNAC,9.4.0|9.2.0 through 9.2.5|9.1.0 through 9.1.7|8.8.0 through 8.8.11|8.7.0 through 8.7.6|8.6.0 through 8.6.5|8.5.0 through 8.5.4|8.3.7,
CVE-2022-39959,unquoted service path,,privilege escalation,creating Trojan horse Everest.exe,unprivileged users,Panini Everest Engine,2.0.4,
CVE-2022-40267,predictable seed in PRNG,,access Web server function,guessing random numbers,remote unauthenticated attacker,Mitsubishi Electric MELSEC iQ-F Series|MELSEC iQ-R Series,,
CVE-2022-40298,insecure inherited permissions,,privilege escalation,initiating system repair,low privileged user,Crestron AirMedia for Windows,before 5.5.1.84,
CVE-2022-40320,,heap-based buffer over-read,,,,libConfuse,3.3,cfg_tilde_expand in confuse.c
CVE-2022-4041,incorrect privilege assignment,,privilege escalation,,remote authenticated users,Hitachi Storage Plug-in for VMware vCenter,from 04.8.0 before 04.9.1,
CVE-2022-40502,improper input validation,,denial of service,,,WLAN Host,,
CVE-2022-40512,,buffer over-read,denial of service,processing probe response or beacon,,WLAN Firmware,,
CVE-2022-40513,,uncontrolled resource consumption,denial of service,peer freed in non qos state,,WLAN firmware,,
CVE-2022-40530,,integer overflow | buffer overflow,memory corruption,,,WLAN,,initialization phase
CVE-2022-40535,,buffer over-read,denial of service,sending packet to device,,WLAN,,
CVE-2022-40737,,buffer over-read,,,,Bento4,through 1.6.0-639,AP4_StdcFileByteStream::WritePartial in System/StdC/Ap4StdCFileByteStream.cpp
CVE-2022-40757,,buffer access with incorrect length value,denial of service,excessive messageLen value,trusted application,Samsung mTower,through 0.3.0,TEE_MACComputeFinal function
CVE-2022-40758,,buffer access with incorrect length value,denial of service,excessive srcLen value,trusted application,Samsung mTower,through 0.3.0,TEE_CipherUpdate function
CVE-2022-40760,,buffer access with incorrect length value,denial of service,excessive chunkSize value,trusted application,Samsung mTower,through 0.3.0,TEE_MACUpdate function
CVE-2022-40762,memory allocation with excessive size value,,denial of service,excessive len parameter,trusted application,Samsung mTower,through 0.3.0,TEE_Realloc function
CVE-2022-41326,improper authorization,,remote code execution,upload arbitrary scripts,unauthenticated attacker,Mitel MiCollab,through 9.6.0.13,web conferencing component
CVE-2022-4171,improper input validation,,bypass length restrictions,,,demon image annotation plugin for WordPress,up to and including 5.0,
CVE-2022-41796,untrusted search path,,gain privileges,Trojan horse DLL,attacker,Content Transfer,Ver.1.3 and prior,installer
CVE-2022-41797,improper authorization,,lead user to access arbitrary website,,,Lemon8 App,prior to 3.3.5,handler for custom URL scheme
CVE-2022-41799,improper access control,,bypass access restriction|download private markdown data,,remote authenticated attacker,GROWI,prior to v5.1.4 (v5 series) and versions prior to v4.5.25 (v4 series),
CVE-2022-42197,improper access control,,modify user permissions to higher privileges,,low privileged users,Simple Exam Reviewer Management System,v1.0,User List function
CVE-2022-42500,improper input validation,,shell command execution | local escalation of privilege,,,Android kernel,,OEM_OnRequest of sced.cpp
CVE-2022-42510,improper input validation,out of bounds read,local escalation of privilege,,,Android kernel,,StringsRequestData::encode of requestdata.cpp
CVE-2022-42521,improper input validation,out of bounds write,local escalation of privilege,,,Android kernel,,encode of wlandata.cpp
CVE-2022-4264,incorrect privilege assignment,,change configuration,,low privilege user,M-Files Web (Classic),before 22.8.11691.0,
CVE-2022-4270,incorrect privilege assignment,,change permissions accidentally,,,M-Files Web,before 22.5.11436.1,
CVE-2022-42735,improper privilege management,,create users with higher privileges,,low-privilege low-level administrators,Apache ShenYu,2.5.0,ShenYu Admin
CVE-2022-42905,,buffer over-read,,malicious TLS 1.3 client or network attacker,,wolfSSL,before 5.5.2,WOLFSSL_CALLBACKS
CVE-2022-43464,hidden functionality,,execute arbitrary OS command|alter device settings,,remote authenticated attacker,UDR-JA1604/UDR-JA1608/UDR-JA1616,firmware versions 71x10.1.107112.43A and earlier,
CVE-2022-43468,external initialization of trusted variables,,manipulate article view count,crafted input,,WordPress Popular Posts,6.0.5 and earlier,
CVE-2022-43486,hidden functionality,,enable debug functionalities|execute arbitrary command,,network-adjacent attacker with administrative privilege,Buffalo network devices,,
CVE-2022-4366,missing authorization,,,,,lirantal/daloradius,prior to master branch,
CVE-2022-43927,improper privilege management,,information disclosure,specially crafted table access,,IBM Db2 for Linux|UNIX and Windows,10.5|11.1|11.5,
CVE-2022-43995,array-out-of-bounds error,heap-based buffer over-read,,,local users with access to Sudo,Sudo,1.8.0 through 1.9.12,plugins/sudoers/auth/passwd.c
CVE-2022-44009,improper access control,,access K/V pairs of other users,,,StackStorm,3.7.0,Key-Value RBAC
