"cve_id","Container","adp_providerMetadata_orgId","adp_providerMetadata_shortName","adp_providerMetadata_dateUpdated","CVE_Description","cna_providerMetadata_orgId","cna_providerMetadata_shortName","cna_providerMetadata_dateUpdated","CWE_ID","CWE_Description"
"CVE-2024-33669","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-29T12:12:35.925Z","An issue was discovered in Passbolt Browser Extension before 4.6.2. It can send multiple requests to HaveIBeenPwned while a password is being typed, which results in an information leak. This allows an attacker capable of observing Passbolt's HTTPS queries to the Pwned Password API to more easily brute force passwords that are manually typed by the user.","","","","CWE-200","CWE-200 Exposure of Sensitive Information to an Unauthorized Actor"
"CVE-2024-33868","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-14T14:34:09.363Z","An issue was discovered in linqi before 1.4.0.1 on Windows. There is LDAP injection.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33863","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-21T17:52:36.707Z","An issue was discovered in linqi before 1.4.0.1 on Windows. There is /api/Cdn/GetFile local file inclusion.","","","","CWE-98","CWE-98 Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion')"
"CVE-2024-33429","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T18:28:07.316Z","Buffer-Overflow vulnerability at pcm_convert.h:513 of phiola v2.0-rc22 allows a remote attacker to execute arbitrary code via a crafted .wav file.","","","","CWE-122","CWE-122 Heap-based Buffer Overflow"
"CVE-2024-33830","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T17:30:53.996Z","idccms v1.35 was discovered to contain a Cross-Site Request Forgery (CSRF) via the component /admin/readDeal.php?mudi=clearWebCache.","","","","CWE-352","CWE-352 Cross-Site Request Forgery (CSRF)"
"CVE-2024-33211","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-23T18:37:37.757Z","Tenda FH1206 V1.2.0.8(8155)_EN was discovered to contain a stack-based buffer overflow vulnerability via the PPPOEPassword parameter in ip/goform/QuickIndex.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-33873","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-09T18:33:45.619Z","HDF5 Library through 1.14.3 has a heap-based buffer overflow in H5D__scatter_mem in H5Dscatgath.c.","","","","CWE-122","CWE-122 Heap-based Buffer Overflow"
"CVE-2024-33835","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-01T17:18:31.613Z","Tenda AC18 V15.03.05.05 has a stack overflow vulnerability in the remoteIp parameter from formSetSafeWanWebMan function.","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-33326","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-09T18:07:41.524Z","A cross-site scripting (XSS) vulnerability in the component XsltResultControllerHtml.jsp of Lumisxp v15.0.x to v16.1.x allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the lumPageID parameter.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33396","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T20:13:20.178Z","An issue in karmada-io karmada v1.9.0 and before allows a local attacker to execute arbitrary code via a crafted command to get the token component.","","","","CWE-284","CWE-284 Improper Access Control"
"CVE-2024-33512","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:24:34.579Z","There is a buffer overflow vulnerability in the underlying Local User Authentication Database service that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba's access point management protocol) UDP port (8211). Successful exploitation of this vulnerability results in the ability to execute arbitrary code as a privileged user on the underlying operating system.  ","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-33445","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-01T18:43:32.740Z","An issue in hisiphp v2.0.111 allows a remote attacker to execute arbitrary code via a crafted script to the SystemPlugins::mkInfo parameter in the SystemPlugins.php component.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-33752","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T18:21:10.431Z","An arbitrary file upload vulnerability exists in emlog pro 2.3.0 and pro 2.3.2 at admin/views/plugin.php that could be exploited by a remote attacker to submit a special request to upload a malicious file to execute arbitrary code.","","","","CWE-434","CWE-434 Unrestricted Upload of File with Dangerous Type"
"CVE-2024-33113","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T18:01:55.367Z","D-LINK DIR-845L <=v1.01KRb03 is vulnerable to Information disclosurey via bsc_sms_inbox.php.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33113","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T18:01:55.367Z","D-LINK DIR-845L <=v1.01KRb03 is vulnerable to Information disclosurey via bsc_sms_inbox.php.","","","","CWE-77","CWE-77 Improper Neutralization of Special Elements used in a Command ('Command Injection')"
"CVE-2024-33905","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-29T15:35:32.490Z","In Telegram WebK before 2.0.0 (488), a crafted Mini Web App allows XSS via the postMessage web_app_open_link event type.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33831","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-01T20:35:21.793Z","A stored cross-site scripting (XSS) vulnerability in the Advanced Expectation - Response module of yapi v1.10.2 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the body field.","","","","CWE-80","CWE-80 Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS)"
"CVE-2024-33807","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T15:27:04.682Z","A SQL injection vulnerability in /model/get_teacher_timetable.php in campcodes Complete Web-Based School Management System 1.0 allows an attacker to execute arbitrary SQL commands via the grade parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33410","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T15:01:08.565Z","SQL injection vulnerability in /model/delete_range_grade.php in campcodes Complete Web-Based School Management System 1.0 allows attacker to execute arbitrary SQL commands via the id parameter.","","","","CWE-89","CWE-89 Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"
"CVE-2024-33430","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:41:51.165Z","An issue in phiola/src/afilter/pcm_convert.h:513 of phiola v2.0-rc22 allows a remote attacker to execute arbitrary code via the a crafted .wav file.","","","","CWE-94","CWE-94 Improper Control of Generation of Code ('Code Injection')"
"CVE-2024-33430","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:41:51.165Z","An issue in phiola/src/afilter/pcm_convert.h:513 of phiola v2.0-rc22 allows a remote attacker to execute arbitrary code via the a crafted .wav file.","","","","CWE-482","CWE-482 Comparing instead of Assigning"
"CVE-2024-33423","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-16T17:44:44.154Z","Cross-Site Scripting (XSS) vulnerability in the Settings menu of CMSimple v5.15 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the Logout parameter under the Language section.","","","","CWE-80","CWE-80 Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS)"
"CVE-2024-33401","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-04-30T15:29:11.510Z","Cross Site Scripting vulnerability in DedeCMS v.5.7.113 allows a remote attacker to run arbitrary code via the mnum parameter.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33255","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T14:23:00.428Z","Jerryscript commit cefd391 was discovered to contain an Assertion Failure via ECMA_STRING_IS_REF_EQUALS_TO_ONE (string_p) in ecma_free_string_list.","","","","CWE-617","CWE-617 Reachable Assertion"
"CVE-2024-33305","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:28:35.624Z","SourceCodester Laboratory Management System 1.0 is vulnerable to Cross Site Scripting (XSS) via ""Middle Name"" parameter in Create User.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-33438","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-07-16T13:52:13.092Z","File Upload vulnerability in CubeCart before 6.5.5 allows an authenticated user to execute arbitrary code via a crafted .phar file.","","","","CWE-434","CWE-434 Unrestricted Upload of File with Dangerous Type"
"CVE-2024-33511","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:08:25.454Z","There is a buffer overflow vulnerability in the underlying Automatic Reporting service that could lead to unauthenticated remote code execution by sending specially crafted packets destined to the PAPI (Aruba's access point management protocol) UDP port (8211). Successful exploitation of this vulnerability results in the ability to execute arbitrary code as a privileged user on the underlying operating system.   ","","","","CWE-121","CWE-121 Stack-based Buffer Overflow"
"CVE-2024-33278","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-24T17:40:59.865Z","Buffer Overflow vulnerability in ASUS router RT-AX88U with firmware versions v3.0.0.4.388_24198 allows a remote attacker to execute arbitrary code via the connection_state_machine due to improper length validation for the cookie field.","","","","CWE-120","CWE-120 Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')"
"CVE-2024-33856","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-07T17:31:18.082Z","An issue was discovered in Logpoint before 7.4.0. An attacker can enumerate a valid list of usernames by observing the response time at the Forgot Password endpoint.","","","","CWE-204","CWE-204 Observable Response Discrepancy"
"CVE-2024-33004","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-14T14:44:20.834Z","SAP Business Objects Business Intelligence Platform is vulnerable to Insecure Storage as dynamic web pages are getting cached even after logging out. On successful exploitation, the attacker can see the sensitive information through cache and can open the pages causing limited impact on Confidentiality, Integrity and Availability of the application.","","","","CWE-922","CWE-922 Insecure Storage of Sensitive Information"
"CVE-2024-33393","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:26:17.255Z","An issue in spidernet-io spiderpool v.0.9.3 and before allows a local attacker to execute arbitrary code via a crafted command to get the token component.","","","","CWE-284","CWE-284 Improper Access Control"
"CVE-2024-33393","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-02T15:26:17.255Z","An issue in spidernet-io spiderpool v.0.9.3 and before allows a local attacker to execute arbitrary code via a crafted command to get the token component.","","","","CWE-269","CWE-269 Improper Privilege Management"
"CVE-2024-33899","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T20:37:41.309Z","RARLAB WinRAR before 7.00, on Linux and UNIX platforms, allows attackers to spoof the screen output, or cause a denial of service, via ANSI escape sequences.","","","","CWE-150","CWE-150 Improper Neutralization of Escape, Meta, or Control Sequences"
"CVE-2024-33374","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-17T14:50:57.960Z","Incorrect access control in the UART/Serial interface on the LB-LINK BL-W1210M v2.0 router allows attackers to access the root terminal without authentication.","","","","CWE-269","CWE-269 Improper Privilege Management"
"CVE-2024-5496","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-03T17:02:47.588Z","Use after free in Media Session in Google Chrome prior to 125.0.6422.141 allowed a remote attacker to execute arbitrary code inside a sandbox via a crafted HTML page. (Chromium security severity: High)","","","","CWE-416","CWE-416 Use After Free"
"CVE-2024-5835","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-12T13:27:34.509Z","Heap buffer overflow in Tab Groups in Google Chrome prior to 126.0.6478.54 allowed a remote attacker who convinced a user to engage in specific UI gestures to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High)","","","","CWE-122","CWE-122 Heap-based Buffer Overflow"
"CVE-2024-5837","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-12T12:31:26.999Z","Type Confusion in V8 in Google Chrome prior to 126.0.6478.54 allowed a remote attacker to potentially perform out of bounds memory access via a crafted HTML page. (Chromium security severity: High)","","","","CWE-843","CWE-843 Access of Resource Using Incompatible Type ('Type Confusion')"
"CVE-2024-5727","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-28T15:06:21.249Z","The Widget4Call WordPress plugin through 1.0.7 does not sanitise and escape a parameter before outputting it back in the page, leading to a Reflected Cross-Site Scripting which could be used against high privilege users such as admin","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-5839","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-12T12:45:41.748Z","Inappropriate Implementation in Memory Allocator in Google Chrome prior to 126.0.6478.54 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: Medium)","","","","CWE-474","CWE-474 Use of Function with Inconsistent Implementations"
"CVE-2024-5172","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-18T13:49:47.431Z","The Expert Invoice WordPress plugin through 1.0.2 does not sanitise and escape some of its settings, which could allow high privilege users such as admin to perform Stored Cross-Site Scripting attacks even when the unfiltered_html capability is disallowed (for example in multisite setup)","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
"CVE-2024-5831","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-12T12:29:39.256Z","Use after free in Dawn in Google Chrome prior to 126.0.6478.54 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High)","","","","CWE-416","CWE-416 Use After Free"
"CVE-2024-5229","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-10T19:03:44.657Z","The Primary Addon for Elementor plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's Pricing Table widget in all versions up to, and including, 1.5.5 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.","","","","CWE-79","CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"
